file,result_code,status_time,objective_func,meet0
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_19_26_200_f2fd6c2d17cd88_Plan.json,NO_ERROR,1685539152,1525627,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_19_47_401_f2fd711cbeec4f_Plan.json,NO_ERROR,1685539173,1547016,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_20_09_375_f2fd763a7ff094_Plan.json,NO_ERROR,1685539195,1530071,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_20_30_922_f2fd7b3ed181ad_Plan.json,NO_ERROR,1685539217,1552267,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_20_52_850_f2fd8059d0e0a7_Plan.json,NO_ERROR,1685539239,1509648,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_21_15_078_f2fd8586b68096_Plan.json,NO_ERROR,1685539261,1494685,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_21_38_229_f2fd8aeaa2b8a2_Plan.json,NO_ERROR,1685539283,1486404,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_21_59_317_f2fd8fd393ff1b_Plan.json,NO_ERROR,1685539305,1506955,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_22_21_128_f2fd94e7935a11_Plan.json,NO_ERROR,1685539327,1508898,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_22_43_268_f2fd9a0f3ca3d3_Plan.json,NO_ERROR,1685539349,1657602,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_23_05_132_f2fd9f266ebc64_Plan.json,NO_ERROR,1685539371,1553865,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_23_27_122_f2fda4451f0a53_Plan.json,NO_ERROR,1685539393,1459355,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_23_49_030_f2fda95ef6669f_Plan.json,NO_ERROR,1685539416,1342534,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_24_11_287_f2fdae8d91367e_Plan.json,NO_ERROR,1685539437,1199076,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_24_33_195_f2fdb3a76b3a8c_Plan.json,NO_ERROR,1685539459,1201936,meet in 354
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_24_55_033_f2fdb8bd0bdedf_Plan.json,NO_ERROR,1685539480,806571,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_25_17_736_f2fdbe063c6710_Plan.json,NO_ERROR,1685539504,757828,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_25_39_174_f2fdc3040d550b_Plan.json,NO_ERROR,1685539526,770671,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_26_01_209_f2fdc82579f6d3_Plan.json,NO_ERROR,1685539547,957896,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_26_22_957_f2fdcd35c22611_Plan.json,NO_ERROR,1685539569,1574425,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_26_44_997_f2fdd25765119d_Plan.json,NO_ERROR,1685539591,1568689,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_27_07_231_f2fdd784ad053b_Plan.json,NO_ERROR,1685539613,1563257,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_27_29_194_f2fddca1bf946d_Plan.json,NO_ERROR,1685539635,1547023,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_27_51_091_f2fde1baeb7c0a_Plan.json,NO_ERROR,1685539657,1607702,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_28_13_306_f2fde6e70c22b6_Plan.json,NO_ERROR,1685539679,1598678,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_28_35_678_f2fdec1c84444c_Plan.json,NO_ERROR,1685539701,1603320,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_28_57_267_f2fdf123581a8b_Plan.json,NO_ERROR,1685539723,1511279,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_29_19_379_f2fdf649524b4f_Plan.json,NO_ERROR,1685539746,1513626,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_29_41_222_f2fdfb5f3ece3f_Plan.json,NO_ERROR,1685539767,1530951,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_30_03_435_f2fe008b3b203c_Plan.json,NO_ERROR,1685539788,1195609,meet in 353
/home/fabrizio/1801/working/orchestrator/out/2023_05_31_08_30_25_609_f2fe05b4eddc67_Plan.json,NO_ERROR,1685539811,1137247,meet in 353
